"Store Name","Product Name",Vendor,UPI,"Product Category","Product Main Image URL","Primary Licensor"
"DZ Dezigns","Cosmetic Bag","Alex & Co",UPI2606183066,"Bags > Cosmetic bags",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/AA3037DZ_b35fc150-09c5-43ce-adcc-e31b3c89efe8.jpg?v=1785898298,"DELTA ZETA"
"DZ Dezigns","3 Piece Button Set","Alex & Co",UPI2606186522,"Promotional > Pin-back buttons",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/AA3012DZ_1_grande_89f7d77d-b0e6-4efa-8a05-36cb699d9a8d.jpg?v=1785898283,"DELTA ZETA"
"DZ Dezigns","Sublimated Flag","DZ Dezigns",UPI2606187738,"Household items > Flags",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/hf_20260524_193252_55776e3b-c4e6-4f8e-9cee-23eb69302e86.png?v=1785898199,"DELTA ZETA"
"DZ Dezigns","White and Gold Block Frame","Alex & Co",UPI2606189722,"Household items > Picture frames",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3019dz_grande_d6799266-86bb-437f-befa-fab3dd8a0a5a.jpg?v=1785898285,"DELTA ZETA"
"DZ Dezigns","Round Tassel Keychain","Alex & Co",UPI2606183658,"Promotional > Key chains",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3020dz_grande_63d60afb-89d1-41ff-88b9-4f1ec6b8fa54.jpg?v=1785898287,"DELTA ZETA"
"DZ Dezigns","Lumbar Pillow","Alex & Co",UPI2606185482,"Household items > Pillows",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3024dz_grande_3ff9f8b5-9715-4274-b05f-700b6ed990ab.jpg?v=1785898289,"DELTA ZETA"
"DZ Dezigns","Floral Notepad","Alex & Co",UPI26061845061,"Paper/print goods > Note pads",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/aa3025dz_grande_3a93c989-95f3-4023-b3b0-63782a268eae.jpg?v=1785898294,"DELTA ZETA"
"DZ Dezigns","Island Reef Established 1902 Tank","DZ Dezigns",UPI2606185194,"Shirts > Tank tops",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/IMG_9739_cbdb025f-af5e-406b-b0a6-f17300c5f594.jpg?v=1785899023,"DELTA ZETA"
"DZ Dezigns","White Dye Sub Palm Tree Tank","DZ Dezigns",UPI2606188970,"Shirts > Tank tops",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/IMG_9670_0af0c8b3-686c-4be8-ac9e-00ad2411309d.jpg?v=1785899021,"DELTA ZETA"
"DZ Dezigns","Vintage Lilac Delta Zeta Script Dolman","DZ Dezigns",UPI2606180378,"Shirts > Short sleeve t-shirts",https://cdn.shopify.com/s/files/1/0052/8321/7498/files/IMG_9404_2b426e61-6bb6-4939-8d0d-f695c6e82051.jpg?v=1785899019,"DELTA ZETA"
